,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
953,Female,60,Married,No,HS Grad,Unemployed,Yes,Republican,Unknown,White,Unknown,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,0,0,No
954,Male,55,Married,Yes,Bach Degree,Full Time,No,Independent,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
955,Male,18,Never Married,No,HS Grad,Unemployed,No,Unknown,Moderate,Other,Unknown,5,Small City or Town,Probably,Yes,Yes,Yes,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,0,2,Yes
956,Male,22,Never Married,No,HS Grad,Part Time,No,Independent,Moderate,White,$150K+,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,9,1,Yes
957,Male,73,Divorced,No,Some College,Retired,No,Independent,Moderate,White,$10K-$20K,1,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,4,2,0,No
958,Female,43,Married,Yes,Assoc Degree,Full Time,No,Independent,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,6,1,Yes
959,Male,71,Married,No,Grad School,Retired,Yes,Independent,Consrv,White,$150K+,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,9,1,Yes
960,Male,34,Married,Yes,Some Grad School,Full Time,No,Democrat,Liberal,White,$75K-$100K,2,Small City or Town,Probably,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,7,7,2,Yes
961,Male,79,Married,No,Some College,Retired,No,Democrat,Moderate,White,$30K-$40K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,4,4,0,No
962,Female,26,Married,No,Grad School,Full Time,No,Independent,Moderate,Asian,$40K-$50K,3,Small City or Town,Probably,No,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.",Never,Unknown,8,5,1,Yes
963,Male,58,Married,No,Some College,Unemployed,Yes,Republican,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,6,1,Yes
964,Male,18,Never Married,No,HS Grad,Part Time,Yes,Independent,Moderate,White,$40K-$50K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,3,5,2,Yes
965,Female,53,Married,No,Bach Degree,Full Time,No,Republican,Consrv,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Monthly,6,7,2,Yes
966,Female,43,Divorced,Yes,Bach Degree,Full Time,No,Republican,Very Consrv,White,$40K-$50K,1,Large City,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,6,5,2,Yes
967,Male,51,Cohabitating,No,No HS,Disabled,Yes,Republican,Very Consrv,Black,<$10K,2,Small City or Town,Probably,No,Yes,Yes,Cell Phone Only,Unknown,Never,Never,Unknown,1,1,0,No
968,Male,27,Never Married,No,HS Grad,Unemployed,Yes,Democrat,Moderate,Black,$30K-$40K,3,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,4,1,Yes
969,Female,45,Married,Yes,Bach Degree,Unemployed,Yes,Democrat,Very Liberal,Black,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
970,Male,30,Never Married,No,Some HS,Full Time,No,No Preference,Very Consrv,Black,$20K-$30K,2,Small City or Town,Probably,No,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
971,Female,70,Widowed,No,Some College,Retired,No,Republican,Consrv,White,Refused,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,4,0,1,Yes
972,Male,20,Never Married,No,HS Grad,Unemployed,No,No Preference,Moderate,White,$10K-$20K,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,2,2,Yes
973,Male,45,Never Married,No,Assoc Degree,Disabled,Yes,Democrat,Liberal,White,$10K-$20K,3,Small City or Town,Probably,Yes,No,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,5,2,1,Yes
974,Female,82,Widowed,No,HS Grad,Retired,No,Unknown,Consrv,White,$10K-$20K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
975,Male,21,Married,Yes,Some HS,Full Time,No,Independent,Consrv,White,<$10K,1,Rural,Definitely,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
976,Male,75,Married,No,Some College,Retired,No,No Preference,Moderate,White,Refused,2,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
977,Female,53,Married,No,Bach Degree,Self Employed,No,Republican,Consrv,White,$150K+,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,9,1,Yes
978,Male,25,Refused,No,Refused,Full Time,No,Republican,Moderate,White,Refused,1,Large City,Definitely,No,Yes,No,Unknown,Yes,Never,Never,Unknown,0,0,0,No
979,Female,20,Never Married,No,Assoc Degree,Unemployed,No,Independent,Liberal,Black,$150K+,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,9,1,Yes
980,Female,67,Widowed,No,Assoc Degree,Retired,Yes,Democrat,Very Consrv,Black,Refused,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
981,Female,75,Widowed,No,Assoc Degree,Retired,No,Independent,Consrv,White,$10K-$20K,1,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Monthly,5,2,2,Yes
982,Male,21,Never Married,No,Some College,Part Time,No,Republican,Consrv,White,$50K-$75K,2,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,4,6,2,Yes
983,Male,32,Married,Yes,Bach Degree,Full Time,No,Republican,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,None,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,6,6,2,Yes
984,Male,55,Never Married,No,HS Grad,Disabled,Yes,Independent,Very Liberal,Black,Unknown,1,Rural,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,0,0,No
985,Male,26,Divorced,Yes,HS Grad,Retired,Yes,Unknown,Very Liberal,Other,<$10K,2,Small City or Town,Probably,No,No,Unknown,Unknown,Yes,Never,Never,Unknown,3,1,0,No
986,Female,62,Married,No,HS Grad,Retired,Yes,Republican,Refused,Black,<$10K,2,Rural,Definitely,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,3,1,0,No
987,Male,65,Widowed,No,Some HS,Disabled,Yes,Democrat,Consrv,Native American,$10K-$20K,1,Small City or Town,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,2,2,0,No
988,Female,67,Married,No,HS Grad,Part Time,No,Democrat,Moderate,Refused,<$10K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,1,0,No
989,Male,47,Never Married,No,HS Grad,Unemployed,Yes,Republican,Moderate,White,$10K-$20K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,2,2,Yes
990,Male,44,Never Married,No,Some HS,Full Time,No,Republican,Liberal,White,$30K-$40K,2,Rural,Definitely,No,No,Unknown,Unknown,Yes,Never,Never,Unknown,2,4,0,No
991,Female,73,Married,No,HS Grad,Retired,Yes,Democrat,Consrv,White,Refused,2,Rural,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
992,Female,77,Widowed,No,Some College,Retired,No,Independent,Moderate,White,$30K-$40K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,4,4,1,Yes
993,Female,30,Divorced,Yes,Unknown,Part Time,No,No Preference,Unknown,Asian,$150K+,3,Large City,Probably,Yes,Yes,Yes,Dial-Up,Yes,Never,Never,Unknown,0,9,0,No
994,Female,32,Married,Yes,Bach Degree,Full Time,No,Independent,Consrv,Other,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,8,1,Yes
995,Male,48,Never Married,No,Some HS,Full Time,No,Independent,Consrv,Black,$20K-$30K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
996,Male,39,Married,Yes,Some College,Self Employed,No,Democrat,Moderate,Black,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
997,Male,58,Divorced,Yes,HS Grad,Disabled,Yes,No Preference,Moderate,White,$10K-$20K,2,Small City or Town,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,2,0,No
998,Male,39,Divorced,Yes,Assoc Degree,Full Time,No,Democrat,Refused,White,$75K-$100K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,5,7,2,Yes
999,Female,26,Never Married,No,Assoc Degree,Full Time,No,Independent,Moderate,Asian,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,5,1,Yes
1000,Female,17,Never Married,No,Some HS,Unemployed,No,No Preference,Consrv,White,Unknown,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
1001,Female,76,Widowed,No,Some College,Retired,No,Independent,Consrv,White,Unknown,1,Rural,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
1002,Female,25,Divorced,Yes,Some College,Full Time,No,Democrat,Consrv,Black,$20K-$30K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,3,2,Yes
1003,Female,68,Widowed,No,HS Grad,Retired,No,Democrat,Moderate,White,$10K-$20K,3,Small City or Town,Probably,Yes,Yes,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1004,Male,71,Divorced,No,HS Grad,Retired,No,Republican,Consrv,White,$30K-$40K,1,Rural,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,4,0,No
1005,Male,21,Never Married,No,HS Grad,Unemployed,No,Unknown,Unknown,White,<$10K,3,Rural,Definitely,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1006,Male,67,Widowed,No,Bach Degree,Retired,Yes,Republican,Very Consrv,White,Refused,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,0,2,Yes
1007,Male,89,Widowed,No,Bach Degree,Retired,No,Republican,Consrv,White,$40K-$50K,1,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,6,5,2,Yes
1008,Male,29,Married,Yes,Some College,Full Time,No,Unknown,Consrv,White,$75K-$100K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,7,1,Yes
1009,Male,16,Never Married,No,Some HS,Part Time,No,Unknown,Liberal,White,$50K-$75K,4,Rural,Probably,Yes,Yes,Yes,Cell Phone Only,Yes,Never,Never,Unknown,2,6,0,No
1010,Female,32,Married,No,Bach Degree,Full Time,No,Democrat,Very Liberal,White,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,6,2,Yes
1011,Male,49,Never Married,No,HS Grad,Unemployed,Yes,Independent,Consrv,White,<$10K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,1,0,No
1012,Male,53,Married,Yes,Bach Degree,Full Time,No,Independent,Moderate,White,$100K-$150K,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1013,Male,59,Divorced,Yes,Bach Degree,Full Time,No,Independent,Refused,Refused,$40K-$50K,2,Small City or Town,Probably,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,6,5,2,Yes
1014,Female,50,Married,No,HS Grad,Unemployed,Yes,Republican,Moderate,White,$10K-$20K,4,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,2,2,Yes
1015,Male,71,Married,No,HS Grad,Retired,No,Independent,Consrv,White,Refused,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
1016,Female,23,Separated,Yes,HS Grad,Unemployed,Yes,Independent,Moderate,White,<$10K,1,Rural,Definitely,Yes,Yes,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1017,Female,72,Never Married,No,Some College,Retired,Yes,Democrat,Moderate,White,$10K-$20K,1,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,2,1,Yes
1018,Male,65,Married,No,HS Grad,Retired,No,Republican,Moderate,White,Unknown,2,Rural,Definitely,No,No,No,Unknown,Unknown,Never,Never,Unknown,3,0,0,No
1019,Male,69,Married,No,Some College,Retired,No,Republican,Consrv,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
1020,Female,29,Married,Yes,Some College,Student,No,Republican,Very Consrv,White,$100K-$150K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,4,8,2,Yes
1021,Male,43,Cohabitating,No,Bach Degree,Full Time,No,Independent,Very Liberal,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,6,7,1,Yes
1022,Female,47,Married,No,Some College,Full Time,No,Democrat,Consrv,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,9,2,Yes
1023,Male,56,Married,No,Assoc Degree,Disabled,Yes,Republican,Consrv,White,$30K-$40K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,Never,Unknown,Unknown,5,4,0,No
1024,Female,72,Married,No,Grad School,Retired,No,Democrat,Liberal,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,8,7,2,Yes
1025,Male,72,Cohabitating,No,Assoc Degree,Full Time,No,Independent,Consrv,Other,$20K-$30K,3,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,5,3,2,Yes
1026,Female,58,Married,No,Grad School,Part Time,No,Independent,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,6,1,Yes
1027,Female,89,Married,No,Grad School,Retired,No,Democrat,Very Liberal,White,$50K-$75K,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,Unknown,"Yes, > 12 Mo.",Never,Unknown,8,6,1,Yes
1028,Male,56,Married,No,Some College,Full Time,No,Republican,Consrv,White,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,5,1,Yes
1029,Female,69,Divorced,No,Assoc Degree,Retired,Yes,Democrat,Moderate,White,<$10K,2,Small City or Town,Definitely,Yes,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Semi-Monthly,5,1,2,Yes
1030,Male,21,Never Married,No,HS Grad,Unemployed,No,Republican,Consrv,White,$20K-$30K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,3,3,2,Yes
1031,Male,16,Never Married,No,Some HS,Part Time,No,Independent,Consrv,White,$75K-$100K,2,Small City or Town,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.",Never,Monthly,2,7,2,Yes
1032,Female,42,Married,No,Some College,Unemployed,Yes,Independent,Liberal,White,$50K-$75K,4,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,6,1,Yes
1033,Female,70,Widowed,No,HS Grad,Retired,Yes,Republican,Very Consrv,White,$20K-$30K,1,Suburb,Definitely,Yes,Yes,Yes,Dial-Up,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,3,2,Yes
1034,Male,26,Never Married,Yes,HS Grad,Full Time,No,Republican,Liberal,White,$75K-$100K,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,7,1,Yes
1035,Male,18,Never Married,No,Some College,Part Time,No,Democrat,Liberal,White,$20K-$30K,5,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,3,1,Yes
1036,Female,19,Never Married,No,HS Grad,Part Time,No,Independent,Very Liberal,Black,$50K-$75K,6,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,6,2,Yes
1037,Male,17,Never Married,No,Some HS,Unemployed,No,Independent,Moderate,Other,Unknown,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
1038,Female,65,Married,No,HS Grad,Retired,No,No Preference,Very Consrv,Black,$40K-$50K,2,Large City,Probably,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,5,2,Yes
1039,Male,28,Married,No,Bach Degree,Full Time,No,No Preference,Consrv,Asian,$50K-$75K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
1040,Male,58,Divorced,No,HS Grad,Full Time,No,Independent,Consrv,White,$20K-$30K,1,Large City,Definitely,Yes,Yes,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
1041,Female,48,Widowed,No,HS Grad,Full Time,No,Independent,Moderate,White,$30K-$40K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1042,Female,25,Never Married,Yes,Some HS,Full Time,No,Republican,Moderate,Black,<$10K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,2,1,0,No
1043,Male,67,Married,No,Assoc Degree,Retired,Yes,Democrat,Moderate,Black,Refused,2,Large City,Definitely,No,No,Unknown,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
1044,Female,22,Married,Yes,HS Grad,Student,No,Democrat,Consrv,Black,<$10K,4,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,1,2,Yes
1045,Male,48,Never Married,No,HS Grad,Part Time,No,Democrat,Moderate,Black,<$10K,2,Suburb,Definitely,No,Yes,No,Unknown,Unknown,"Yes, < 12 Mo.",Never,Weekly,3,1,2,Yes
1046,Female,47,Divorced,No,Assoc Degree,Unemployed,No,Democrat,Moderate,Black,$20K-$30K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,5,3,0,No
1047,Female,39,Never Married,Yes,Some College,Unemployed,Yes,Democrat,Liberal,Black,$10K-$20K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,4,2,2,Yes
1048,Female,33,Married,Yes,Bach Degree,Self Employed,No,Independent,Refused,White,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1049,Male,42,Married,Yes,Some College,Full Time,No,Independent,Refused,White,$20K-$30K,4,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,4,3,0,No
1050,Male,20,Never Married,No,Some College,Unemployed,Yes,Independent,Moderate,White,$30K-$40K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,4,4,2,Yes
1051,Male,19,Never Married,No,Some College,Unemployed,No,Democrat,Liberal,White,$20K-$30K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,3,2,Yes
1052,Male,62,Married,No,HS Grad,Retired,No,Democrat,Consrv,White,$30K-$40K,3,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1053,Female,20,Never Married,No,HS Grad,Full Time,No,Republican,Moderate,White,$10K-$20K,1,Rural,Probably,No,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1054,Male,34,Never Married,No,Some College,Full Time,No,Democrat,Moderate,White,$50K-$75K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,6,1,Yes
1055,Female,35,Divorced,Yes,HS Grad,Unemployed,No,Independent,Moderate,White,<$10K,5,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1056,Male,41,Separated,No,Some College,Unemployed,No,Democrat,Liberal,White,<$10K,1,Small City or Town,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,4,1,2,Yes
1057,Female,50,Married,No,Assoc Degree,Unemployed,No,Republican,Moderate,White,$10K-$20K,4,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,2,1,Yes
1058,Female,54,Married,No,Bach Degree,Part Time,No,Independent,Liberal,White,$150K+,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,6,9,2,Yes
1059,Male,34,Never Married,No,HS Grad,Full Time,No,Republican,Very Consrv,White,$30K-$40K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
1060,Male,45,Cohabitating,Yes,HS Grad,Full Time,No,Democrat,Moderate,White,$40K-$50K,2,Rural,Definitely,No,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,3,5,1,Yes
1061,Female,42,Never Married,Yes,HS Grad,Full Time,No,Refused,Consrv,Black,$10K-$20K,1,Large City,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,2,2,Yes
1062,Female,61,Married,No,HS Grad,Part Time,No,No Preference,Refused,White,$100K-$150K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,3,8,1,Yes
1063,Male,62,Married,No,Some HS,Unemployed,Yes,Democrat,Consrv,Black,$10K-$20K,2,Large City,Definitely,Yes,No,No,Unknown,Yes,Never,Never,Unknown,2,2,0,No
1064,Female,51,Never Married,No,Assoc Degree,Part Time,No,Democrat,Consrv,White,<$10K,1,Large City,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,5,1,1,Yes
1065,Female,39,Married,Yes,HS Grad,Part Time,No,No Preference,Very Consrv,Black,$50K-$75K,3,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,6,2,Yes
1066,Male,66,Divorced,No,Some College,Other,Yes,Democrat,Moderate,Black,$30K-$40K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,4,1,Yes
1067,Male,34,Never Married,No,Assoc Degree,Full Time,No,Independent,Moderate,White,$40K-$50K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,5,5,2,Yes
1068,Male,55,Married,No,HS Grad,Full Time,No,Democrat,Moderate,White,$50K-$75K,3,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,3,6,0,No
1069,Female,38,Married,Yes,Bach Degree,Unemployed,No,Refused,Moderate,White,$40K-$50K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, > 12 Mo.",Semi-Monthly,6,5,2,Yes
1070,Male,56,Married,Yes,Bach Degree,Full Time,No,Republican,Consrv,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1071,Male,56,Widowed,No,HS Grad,Full Time,No,Democrat,Consrv,White,$20K-$30K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,3,0,No
1072,Male,26,Never Married,No,Bach Degree,Unemployed,No,No Preference,Refused,White,$50K-$75K,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
1073,Female,46,Divorced,No,Bach Degree,Unemployed,No,Republican,Consrv,White,<$10K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Unknown,6,1,2,Yes
1074,Male,69,Divorced,No,No HS,Retired,No,Democrat,Unknown,Black,Unknown,1,Small City or Town,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,1,0,0,No
1075,Male,17,Never Married,No,Some HS,Retired,No,Democrat,Moderate,White,$40K-$50K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,2,5,2,Yes
